GivenName,Surname,City,StateFull,CountryFull,EmailAddress,Username,TelephoneNumber,Birthday,Occupation,Company
Dorothy,Smith,Hepburn,Saskatchewan,Canada,DorothyWSmith@dayrep.com,Commiseve,306-947-3188,6/30/1943,"Infusion nurse",Galyan's
Joanne,Bell,Edmonton,Alberta,Canada,JoanneRBell@armyspy.com,Muld1962,780-934-8016,12/18/1962,Arbitrator,"Asian Plan"
Wendell,Nelson,Calgary,Alberta,Canada,WendellJNelson@superrito.com,Farmselp72,403-547-3461,12/27/1972,"Auxiliary equipment operator","MacMarr Stores"
Kimberly,Nicholson,"North Spirit Lake",Ontario,Canada,KimberlyRNicholson@einrot.com,Famme1960,807-776-7788,1/30/1960,"Metal-refining furnace operator",Excella
Larry,Martin,"Medicine Hat",Alberta,Canada,LarryEMartin@armyspy.com,Whadming,403-526-4647,11/17/1992,"Residence leasing agent","Master Builder Design Services"
Audrey,Scott,"Belle River",Ontario,Canada,AudreyJScott@cuvox.de,Tralk1937,519-728-4890,1/5/1937,"Construction mechanic","Alladin's Lamp"
Judith,Tew,Halifax,"Nova Scotia",Canada,JudithDTew@armyspy.com,Thalitter,902-441-6932,9/30/1962,Hydrologist,JumboSports
Beverly,Ugalde,Edmonton,Alberta,Canada,BeverlySUgalde@rhyta.com,Lingthe80,780-430-2287,1/22/1980,"Activity specialist","KB Toys"
Jackie,Reed,Belleville,Ontario,Canada,JackieSReed@teleworm.us,Leall1976,613-847-7152,11/30/1976,"Poultry trimmer","Whitlocks Auto Supply"
Brenda,Phillips,"Red Deer",Alberta,Canada,BrendaWPhillips@einrot.com,Propen1945,403-391-6755,2/10/1945,"Able seaman","Rack N Sack"
Edith,Kane,Edmonton,Alberta,Canada,EdithHKane@superrito.com,Talmouse,780-479-3804,11/26/1994,"Emergency care nurse","Star Merchant Services"
Rose,Melendez,Milton,Ontario,Canada,RoseDMelendez@einrot.com,Xylismand,905-805-9740,5/6/1959,"Monetary economist","Strategy Planner"
Sherry,Parrish,Invermere,"British Columbia",Canada,SherryAParrish@dayrep.com,Spesily51,250-270-7535,7/26/1951,"Slot key person",Silo
Margit,Sorrells,Nanaimo,"British Columbia",Canada,MargitJSorrells@dayrep.com,Gony2000,250-716-8475,12/1/2000,"Coin, vending, and amusement machine servicer repairer","Atlas Architectural Designs"
Mauricio,Shifflett,Simcoe,Ontario,Canada,MauricioNShifflett@cuvox.de,Queeme,519-718-2689,5/28/1959,"Cleaning supervisor","Life Plan Counselling"
Hilary,Jones,"Trois Rivieres",Quebec,Canada,HilaryEJones@gustr.com,Difistrunde,819-376-1549,6/22/1969,"Telephone station repairer","Warner Brothers Studio Store"
Ingrid,Wheeler,Hamilton,Ontario,Canada,IngridKWheeler@fleckens.hu,Arresplet,905-870-9238,9/19/2000,"Forest and conservation worker",Janeville
Marjorie,Large,Cooksville,Ontario,Canada,MarjorieJLarge@teleworm.us,Beggrear,905-276-7383,12/30/1948,"Staffing consultant",Kleinhans
Michael,Lecompte,Devlin,Ontario,Canada,MichaelMLecompte@rhyta.com,Wholed,807-486-5509,2/25/1939,"Textile machine operator","The Flying Bear"
Deborah,Eggert,London,Ontario,Canada,DeborahHEggert@dayrep.com,Worive,519-691-0157,6/20/1990,"Industrial millwright",Thalhimers
Israel,Donovan,Frelighsburg,Quebec,Canada,IsraelKDonovan@dayrep.com,Apocumpeat,450-298-0036,6/23/1971,"Administrative services manager",MagnaSolution
Benjamin,Furtado,Alexandra,"Prince Edward Island",Canada,BenjaminAFurtado@rhyta.com,Ined1972,902-368-9140,5/1/1972,"Dental laboratory technician",Huyler's
Jimmie,Hoggard,"St Hyacinthe",Quebec,Canada,JimmieSHoggard@superrito.com,Oushiney,450-501-2324,10/6/1943,"Recreation supervisor","Circuit City"
Christian,Pratt,Sedgewick,Alberta,Canada,ChristianDPratt@gustr.com,Notiontery,780-384-0328,9/16/1942,"Laundry and dry-cleaning worker","Gino's Hamburgers"
Joan,Spivey,Vancouver,"British Columbia",Canada,JoanPSpivey@einrot.com,Morce1946,604-314-4077,3/17/1946,"Journeymen lineman","De Pinna"
Ricky,Cook,"North Bay",Ontario,Canada,RickyLCook@rhyta.com,Sentell,705-498-2947,9/16/1980,"Musical instrument repairer","Ellman's Catalog Showrooms"
Margaret,Bigham,Abbotsford,"British Columbia",Canada,MargaretJBigham@armyspy.com,Hattles,604-557-8174,12/29/1989,"Oncology nurse","House Works"
Frieda,Gonzalez,Toronto,Ontario,Canada,FriedaDGonzalez@superrito.com,Sequild,416-350-7768,2/18/1984,"Crushing, grinding, and polishing machine setter","The Independent Planners"
Tom,Bishop,Edmonton,Alberta,Canada,TomTBishop@fleckens.hu,Thadjoble,780-732-3774,3/2/1959,Geophysicist,"Royal Gas"
James,Seymour,Kitchener,Ontario,Canada,JamesPSeymour@teleworm.us,Goleyour,519-744-3695,10/30/1972,Platemaker,Protean
Ollie,Luper,Markdale,Ontario,Canada,OllieJLuper@rhyta.com,Clandiough,519-986-5323,11/5/1985,"Elevator installer","Courtesy Hardware Store"
Matthew,Fitzpatrick,Rodney,Ontario,Canada,MatthewLFitzpatrick@gustr.com,Poicts,519-785-6240,7/1/1947,Exterminator,"Fisher Foods"
John,Holt,"Fort Saskatchewan",Alberta,Canada,JohnAHolt@rhyta.com,Waidamight,780-992-7414,3/4/1991,"Credit authorizer","Bodega Club"
Lauren,Martin,Camrose,Alberta,Canada,LaurenLMartin@armyspy.com,Theacted,780-678-3845,4/5/1941,"Lease buyer","Ukrop's Super Market"
Robert,Manzanares,Hickson,Ontario,Canada,RobertMManzanares@rhyta.com,Priat1955,519-462-2988,6/7/1955,"Mold and model maker","Circus World"
Richard,Bowden,Toronto,Ontario,Canada,RichardPBowden@jourrapide.com,Haterreact,416-756-6625,9/21/1969,"Operations manager","Super Shops"
Joseph,Pettit,"Ile A La Crosse",Saskatchewan,Canada,JosephBPettit@superrito.com,Owery1994,306-833-2695,9/19/1994,"Amusement machine repairer","Pergament Home Centers"
Natasha,McLamb,Malton,Ontario,Canada,NatashaGMcLamb@armyspy.com,Thren1999,416-679-6961,10/19/1999,"Custodial worker","Steve & Barry's"
Emily,Cipolla,Toronto,Ontario,Canada,EmilySCipolla@rhyta.com,Bract1957,416-588-5068,8/9/1957,"Commercial photographer","Wise Appraisals"
Beulah,Nowlin,"Trois Rivieres",Quebec,Canada,BeulahBNowlin@teleworm.us,Handow,819-696-4330,3/19/1965,"Administrative support specialist","Fisher Foods"
Bobby,Tucker,Newmarket,Ontario,Canada,BobbyDTucker@fleckens.hu,Rejoys,905-806-4539,10/4/1974,"Letterpress operator","Schaak Electronics"
Michael,Wendel,Ottawa,Ontario,Canada,MichaelSWendel@jourrapide.com,Eastche,613-277-2680,12/4/1989,"News analyst","White Tower Hamburgers"
Maria,Ellis,"Port Coquitlam","British Columbia",Canada,MariaJEllis@rhyta.com,Watme1941,604-464-8301,12/28/1941,"Banquet manager","Borders Books"
Jeffery,Therrien,Calgary,Alberta,Canada,JefferySTherrien@teleworm.us,Necam1975,403-296-3637,2/19/1975,"Merchandise window trimmer","Official All Star Café"
Carolyn,Weaver,"Niagara Falls",Ontario,Canada,CarolynAWeaver@dayrep.com,Youghought,905-374-8113,3/13/1968,Surgeons,"Disc Jockey"
Donald,Paul,"Chalk River",Ontario,Canada,DonaldMPaul@jourrapide.com,Alessee1996,613-589-0966,1/14/1996,Paraprofessional,Fayva
Della,Collette,Regina,Saskatchewan,Canada,DellaDCollette@gustr.com,Themn1950,306-766-7463,9/3/1950,Marshal,"Present Company"
James,Sell,Peterborough,Ontario,Canada,JamesDSell@armyspy.com,Foome1991,705-312-6408,7/9/1991,"Rolling machine setter","Mr. Good Buys"
Adele,Jack,Calgary,Alberta,Canada,AdeleMJack@superrito.com,Grited,403-829-0317,10/16/1954,Silversmith,"Cougar Investment"
Anthony,Wilson,Burlington,Ontario,Canada,AnthonyOWilson@jourrapide.com,Samess,905-802-9868,6/27/1996,"Structural metal fitter","Sky High Financial Advice"
Joe,Barnett,Nanaimo,"British Columbia",Canada,JoeTBarnett@einrot.com,Whoustinity,250-754-1678,1/4/1971,"Sound engineering technician","Weenie Beenie"
Denise,Johnson,"Fort Erie",Ontario,Canada,DeniseMJohnson@rhyta.com,Leworef,905-871-0802,1/10/1976,"Public relations coordinator","National Shirt Shop"
Sarah,Sanchez,Cumberland,Ontario,Canada,SarahJSanchez@dayrep.com,Uporly,613-833-4786,7/20/1966,"Process piping drafter","Listenin' Booth"
Peter,Thomas,Edmonton,Alberta,Canada,PeterTThomas@einrot.com,Tining,780-266-6542,2/22/1988,Detective,"Sofa Express"
Ricky,Drew,Vancouver,"British Columbia",Canada,RickyKDrew@jourrapide.com,Prank1997,604-872-2471,11/22/1997,Pedicurist,"Specialty Restaurant Group"
Patricia,Shuler,Edmonton,Alberta,Canada,PatriciaRShuler@fleckens.hu,Fleford,780-436-5973,8/23/1985,"Home appliance repairer","Joseph Magnin"
Joshua,Garner,Penticton,"British Columbia",Canada,JoshuaKGarner@cuvox.de,Catemses,250-770-0008,9/9/1972,Animator,"Laura Ashley Mother & Child"
Ronald,Rosado,Toronto,Ontario,Canada,RonaldWRosado@superrito.com,Wascond,416-728-5118,10/17/1950,"Industrial property manager","Twin Food Stores"
Fernando,Myers,Bobcaygeon,Ontario,Canada,FernandoAMyers@fleckens.hu,Tepask,705-731-9487,4/7/1956,"Paper coating machine operator","Super Saver Foods"
Ronald,Lage,Nanaimo,"British Columbia",Canada,RonaldPLage@dayrep.com,Thymart,250-240-9262,8/15/1966,"Diesel train engineer","Erb Lumber"
Heather,Williams,Toronto,Ontario,Canada,HeatherCWilliams@jourrapide.com,Timsell,416-307-9861,2/14/1968,"Construction laborer","Frame Scene"
Jamie,Reed,Toronto,Ontario,Canada,JamieHReed@armyspy.com,Vournet,416-456-6600,12/10/1965,"General and operations manager","Netstars Matrix Design"
Betty,Jacobsen,Onoway,Alberta,Canada,BettyMJacobsen@armyspy.com,Fatileop,780-967-6009,5/29/1991,"Market research manager",Adaptaz
Alice,Armour,Toronto,Ontario,Canada,AliceSArmour@armyspy.com,Coultle,416-275-5353,6/23/1996,Radiologist,"The Wall"
Jessica,Watson,Victoria,"British Columbia",Canada,JessicaJWatson@gustr.com,Armare,250-385-8129,2/9/1943,"Concrete finisher","Quality Realty Service"
Jeannine,Farrell,Melfort,Saskatchewan,Canada,JeannineCFarrell@superrito.com,Haverstind,306-752-4736,11/16/1982,Singer,"Rolling Thunder"
Beverly,Lovell,Kingston,Ontario,Canada,BeverlyLLovell@einrot.com,Roing1960,613-542-7423,7/16/1960,"Hazardous materials removal worker","Pro-Care Garden Maintenance"
Lupe,Taylor,Rockyford,Alberta,Canada,LupeRTaylor@teleworm.us,Whamess,403-533-0270,2/6/1943,"General superintendent","Realty Depot"
Reginald,Stevenson,Guelph,Ontario,Canada,ReginaldSStevenson@superrito.com,Therech,519-780-5864,11/5/1992,"Staffing coordinator","Monk Home Funding Services"
Edna,Lewis,Windsor,Ontario,Canada,EdnaSLewis@dayrep.com,Fameth,519-982-7495,4/30/1937,"Full-charge bookkeeper","L.L. Berger"
Mark,Murrell,Irvine,Alberta,Canada,MarkKMurrell@gustr.com,Folown56,403-834-2408,8/19/1956,"Purchasing clerk","Giant Open Air"
David,Thomas,"Waterton Park",Alberta,Canada,DavidDThomas@rhyta.com,Ciediand,403-859-6787,7/9/1972,"Heating, air-conditioning, and refrigeration mechanic","Gas Zone"
Richard,Griffin,Trail,"British Columbia",Canada,RichardDGriffin@einrot.com,Laze1943,250-512-9319,11/21/1943,"Coin, vending, and amusement machine servicer","White Hen Pantry"
Jackeline,Lucas,"Moose Jaw",Saskatchewan,Canada,JackelineMLucas@einrot.com,Anking,306-681-8216,10/26/1940,"Travel consultant","Suadela Investment"
Lori,Just,Burnaby,"British Columbia",Canada,LoriAJust@armyspy.com,Thimmess,604-422-4194,11/22/1953,"Private banker","Mr. Clark's Appliances"
Phyllis,Williams,Chilliwack,"British Columbia",Canada,PhyllisJWilliams@einrot.com,Inforent,604-845-1271,7/16/1969,Typographer,"Sounds Great, Inc"
Edwin,Marcum,"New Westminster","British Columbia",Canada,EdwinCMarcum@fleckens.hu,Sathe1968,778-898-6488,12/12/1968,"Education planner",MegaSolutions
Karen,Nichols,Belleville,Ontario,Canada,KarenMNichols@dayrep.com,Farturen,613-921-6846,8/27/1969,"Cardiovascular technician","L.L. Berger"
Velma,Grant,"Ajax Pickering",Ontario,Canada,VelmaCGrant@superrito.com,Ofat1961,905-706-5170,7/11/1961,"Television announcer","Father & Son"
John,Simmons,Montreal,Quebec,Canada,JohnMSimmons@armyspy.com,Pernihiststo,514-877-8784,1/8/2003,"Office administrator","Lone Wolf Wealth Planning"
Stacy,Seymore,"St Sylvere",Quebec,Canada,StacyASeymore@einrot.com,Alied1947,819-285-3973,9/5/1947,"Decontamination technician",Prospa-Pal
Marilou,Day,Unionville,Ontario,Canada,MarilouRDay@einrot.com,Cyricionsien,905-948-7645,5/16/1943,"Training and development coordinator",Netobill
Rosa,Tackett,Courtright,Ontario,Canada,RosaDTackett@jourrapide.com,Howast,519-431-5333,5/31/1976,"Analytical chemist","Full Color"
David,Burgess,Bothwell,Ontario,Canada,DavidBBurgess@superrito.com,Urnow1937,519-695-2113,4/11/1937,"Front-end mechanic","Circuit Design"
David,Trudell,Havelock,Ontario,Canada,DavidJTrudell@fleckens.hu,Agaire41,705-778-5010,9/11/1941,Lithographer,JasmineSola
Ken,Lien,Montreal,Quebec,Canada,KenKLien@einrot.com,Clien1963,514-226-3269,6/29/1963,"Record clerk","White Tower Hamburgers"
Otis,Burton,London,Ontario,Canada,OtisABurton@jourrapide.com,Addapprilk,519-931-6152,9/22/1987,"Oral and maxillofacial surgeon","Zany Brainy"
Katharine,Davenport,Victoria,"British Columbia",Canada,KatharineTDavenport@jourrapide.com,Justakin,250-230-8391,1/22/1976,"Personal banker","WWW Realty"
Billy,Ray,Halifax,"Nova Scotia",Canada,BillyDRay@fleckens.hu,Millort1962,902-440-4390,8/8/1962,"Front office manager","Knockout Kickboxing"
Ruth,Lusby,Aberdeen,Saskatchewan,Canada,RuthRLusby@armyspy.com,Garde1999,306-253-9484,6/29/1999,"Timber cutting and logging worker",Komerci
Audry,Walker,Calgary,Alberta,Canada,AudryRWalker@gustr.com,Shesed71,403-205-2930,9/28/1971,"Account clerk","Custom Lawn Care"
Warren,Pinnix,Quebec,Quebec,Canada,WarrenGPinnix@gustr.com,Vingle,418-653-3369,7/4/1967,"Electric motor repairer","The Spotted Cougar"
Amanda,Baker,London,Ontario,Canada,AmandaJBaker@einrot.com,Easpecul,519-657-4428,1/16/1958,"Time checker","Deco Refreshments, Inc."
Andrew,Conrad,Longueuil,Quebec,Canada,AndrewRConrad@cuvox.de,Themy1937,450-677-3411,10/28/1937,"Quality auditor","Sports Unlimited"
John,Smith,"Port Coquitlam","British Columbia",Canada,JohnKSmith@armyspy.com,Weld1993,604-942-0288,6/20/1993,"Medical technician","The Lawn Guru"
Juanita,Betancourt,"Fort Good Hope","Northwest Territories",Canada,JuanitaKBetancourt@jourrapide.com,Anympalee,867-598-0607,3/20/1974,"Laboratory animal technician","Helping Hand"
Krista,Weatherly,Toronto,Ontario,Canada,KristaTWeatherly@fleckens.hu,Witest51,647-869-9215,8/30/1951,"Knitting machine operator","Chess King"
Gary,Harless,"Fox Lake",Alberta,Canada,GaryKHarless@fleckens.hu,Froad1959,780-659-9935,2/8/1959,"Pulmonary function technologist","Unity Frankford Stores"
Stanley,Henderson,Chemainus,"British Columbia",Canada,StanleyTHenderson@teleworm.us,Dierack,250-416-5962,2/10/1967,"Applied mathematician","Canal Villere"
Hugo,Hines,Calgary,Alberta,Canada,HugoFHines@fleckens.hu,Youble,403-685-0350,5/25/1978,"Medical interpreter","Music Plus"
Felicitas,Cohen,Quebec,Quebec,Canada,FelicitasPCohen@rhyta.com,Extriveromen2000,418-951-3455,1/2/2000,"Loan collection officer","Plan Smart Partner"
Richard,Helms,Calgary,Alberta,Canada,RichardMHelms@cuvox.de,Dazint,403-806-2605,7/4/1990,"Machine feeder","Big A Auto Parts"
Wayne,Lopez,Montreal,Quebec,Canada,WayneMLopez@jourrapide.com,Oldn1966,514-699-7564,10/3/1966,"Geriatric nurse","Advansed Teksyztems"
Phyliss,Haggerty,"Old Crow",Yukon,Canada,PhylissDHaggerty@teleworm.us,Youghter78,867-966-6597,1/31/1978,Welder,"Brown Derby"
Geraldine,Castro,Toronto,Ontario,Canada,GeraldineTCastro@superrito.com,Foreseplact,647-886-4928,11/7/1998,Caulker,"Rainbow Bay Crafts"
Mary,Wilson,Toronto,Ontario,Canada,MaryDWilson@gustr.com,Suedivicer,416-482-3980,12/4/1946,Chauffeur,Cavages
Joel,Leday,Carbon,Alberta,Canada,JoelBLeday@einrot.com,Sains1999,403-572-1482,3/9/1999,"Publicity expert",Sandy's
Misty,Coleman,Bracebridge,Ontario,Canada,MistyAColeman@jourrapide.com,Exiousle,705-801-7392,5/30/1944,"Game warden","Giant Open Air"
Katrina,Clingerman,Toronto,Ontario,Canada,KatrinaWClingerman@superrito.com,Trows1993,416-329-5569,1/27/1993,"Mapping technician","York Steak House"
Arlene,Keith,Upsala,Ontario,Canada,ArleneRKeith@jourrapide.com,Witeromer46,807-986-4716,6/15/1946,"Reservation and transportation travel clerk","Rainbow Life"
Rebecca,Macdougall,"Chilako River","British Columbia",Canada,RebeccaGMacdougall@einrot.com,Hitery,250-560-7296,8/25/1965,"Nursery and greenhouse manager",Peaches
Antwan,Doak,"Ste Therese",Quebec,Canada,AntwanMDoak@rhyta.com,Tergelet,450-508-4386,1/28/1972,"Manpower development manager",Evans
Janice,Phillip,Toronto,Ontario,Canada,JaniceFPhillip@jourrapide.com,Nowas1968,416-857-0787,3/29/1968,"Data processing equipment repairer","Huffman and Boyle"
Ana,Blevins,Verner,Ontario,Canada,AnaCBlevins@superrito.com,Unfortalty,705-594-8959,9/29/1969,Translator,"Dream Home Improvements"
Gwen,Tate,Sherbrooke,Quebec,Canada,GwenRTate@superrito.com,Baged1978,819-820-3574,8/7/1978,Reporter,"Ruehl No. 925"
Mary,Cuccia,Calgary,Alberta,Canada,MaryJCuccia@cuvox.de,Sects1965,403-801-1179,11/2/1965,"Literary interpreter","Pro Yard Services"
Christal,Haygood,Winnipeg,Manitoba,Canada,ChristalCHaygood@fleckens.hu,Whes1978,204-294-8092,4/8/1978,"Tour guide","Pup 'N' Taco"
Daniel,Martin,Perth,Ontario,Canada,DanielSMartin@armyspy.com,Disted79,613-812-4859,2/8/1979,"Nurse educator",Anthony's
Roy,Medina,Toronto,Ontario,Canada,RoyEMedina@teleworm.us,Witerequinge,416-267-1396,3/3/1952,Econometrician,Widdmann
Martha,Hott,Sarnia,Ontario,Canada,MarthaKHott@einrot.com,Witheir,519-383-6339,11/5/1997,"Dinkey operator","Ruehl No. 925"
Stella,Bullock,London,Ontario,Canada,StellaMBullock@einrot.com,Agnal1945,519-667-5843,1/15/1945,Electrophysiologist,"Parts America"
Michele,Maxwell,"St Catharines",Ontario,Canada,MicheleRMaxwell@fleckens.hu,Whatiall1977,905-329-2226,8/22/1977,"Human resources clerk",Burstein-Applebee
Robert,Dooley,"Mount Brydges",Ontario,Canada,RobertJDooley@dayrep.com,Whall1966,519-264-0042,8/16/1966,"Record clerk","House of Gas"
Andre,Silva,Toronto,Ontario,Canada,AndreLSilva@cuvox.de,Cled2003,647-273-0027,11/24/2003,"Purchasing director","Nelson Brothers"
Howard,Stpierre,Montreal,Quebec,Canada,HowardGStpierre@fleckens.hu,Thas1987,514-940-4971,12/12/1987,Attorney,ManCharm
Eva,McDole,"Havre St Pierre",Quebec,Canada,EvaAMcDole@armyspy.com,Spittly,418-538-4258,4/22/1997,"In home service professional",Almacs
Gary,Jones,"Smooth Rock Falls",Ontario,Canada,GarySJones@armyspy.com,Actiumad,705-338-3551,8/17/1983,"Pamphlet binding worker","Gene Walter's Marketplace"
Charles,Adams,Malton,Ontario,Canada,CharlesAAdams@einrot.com,Wormout,416-771-8689,12/13/1973,"Crane and tower operator","Expo Superstore"
Darlene,Brough,"St Jerome",Quebec,Canada,DarleneJBrough@superrito.com,Sartur1975,450-569-2649,2/3/1975,"Personnel development specialist","Asian Solutions"
Mable,Hong,"New Westminster","British Columbia",Canada,MablePHong@cuvox.de,Scue2002,604-520-2838,2/7/2002,Webmaster,"Laura Ashley Mother & Child"
Frank,Shepard,Chilliwack,"British Columbia",Canada,FrankYShepard@cuvox.de,Therbanstook,604-997-1129,10/24/1996,"Press agent","Dun Rite Lawn Care"
Jennifer,Alexander,Toronto,Ontario,Canada,JenniferWAlexander@superrito.com,Whass1937,416-259-9344,8/19/1937,"Analytical chemist","Total Network Development"
Glen,Gibson,Newmarket,Ontario,Canada,GlenLGibson@teleworm.us,Poper1960,905-960-4287,9/7/1960,"Support staff specialist","Greenwich IGA"
Dolores,Knuckles,Ottawa,Ontario,Canada,DoloresDKnuckles@rhyta.com,Casuld,613-316-4559,5/11/1996,"Gerontology aide","Reliable Guidance"
Angelo,Ballard,Hamilton,Ontario,Canada,AngeloRBallard@armyspy.com,Bure1973,289-237-9667,7/8/1973,"Electronic data processor",Chatham
Veronica,Sewell,Calgary,Alberta,Canada,VeronicaJSewell@jourrapide.com,Eappy1957,403-374-7672,12/11/1957,"Budget officer","Earl Abel's"
Johnathan,Glines,Chomedey,Quebec,Canada,JohnathanDGlines@teleworm.us,Adaystromple51,450-781-5744,7/21/1951,"Tumor registrar","System Star Solutions"
Philip,Carmona,Montreal,Quebec,Canada,PhilipRCarmona@teleworm.us,Theren72,514-808-7723,2/27/1972,"Public relations specialist","Greenwich IGA"
Latoya,Gonzalez,London,Ontario,Canada,LatoyaRGonzalez@jourrapide.com,Clon1944,519-931-4363,8/14/1944,"Human services manager","Dave Cooks"
Kathy,Gonzales,"St Catharines",Ontario,Canada,KathyJGonzales@dayrep.com,Alsoned1958,905-934-1709,3/7/1958,"Watch repairer","Quality Merchant Services"
John,Collins,"North Vancouver","British Columbia",Canada,JohnRCollins@einrot.com,Thoung,604-985-6862,11/23/1985,"Physical therapist assistant",Maxi-Tech
Bettie,Neal,Okotoks,Alberta,Canada,BettieSNeal@dayrep.com,Driblen,403-938-7579,6/2/1986,"Rigging slinger","The Independent Planners"
John,Palumbo,Duncan,"British Columbia",Canada,JohnLPalumbo@jourrapide.com,Fiveraver,250-732-1846,1/23/1985,"Physical metallurgical engineer","Thriftway Food Mart"
Timothy,Atkins,Montreal,Quebec,Canada,TimothyBAtkins@einrot.com,Shistur,450-696-9803,1/23/1958,"Plant custodian","Creative Wealth Management"
Tony,Tabb,"Stokes Bay",Ontario,Canada,TonyETabb@fleckens.hu,Uned1946,519-592-6947,4/5/1946,"Flight attendant","Eagle Food Centers"
Jesus,Gonzales,Granby,Quebec,Canada,JesusNGonzales@rhyta.com,Almle1977,450-204-6752,1/4/1977,"Computer technology trainer","The Polka Dot Bear Tavern"
